"id","movie_name","directors","actors","movie_rating","genre","duration"
6246,"Neulovimye mstiteli","Edmond Keosayan","Viktor Kosykh, Mikhail Metyolkin, Vasiliy Vasilev","7.6","Action, Adventure, Western","78 min "
6247,"Neulovimye mstiteli","Edmond Keosayan","Viktor Kosykh, Mikhail Metyolkin, Vasiliy Vasilev","7.6","Action, Adventure, Western","78 min "
6248,"The Spy in the Green Hat","Joseph Sargent","Robert Vaughn, David McCallum, Jack Palance","5.8","Action, Adventure, Comedy","92 min "
6249,"The Adventures of Bullwhip Griffin","James Neilson","Roddy McDowall, Suzanne Pleshette, Karl Malden","","Action, Adventure, Comedy","108 min "
6250,"Asterix the Gaul","Ray Goossens","Roger Carel, Jacques Morel, Pierre Tornade","6.6","Action, Animation, Adventure","68 min "
6251,"Death on the Run","Sergio Corbucci","Ty Hardin, Michael Rennie, Paola Pitagora","5.9","Action, Crime, Mystery","92 min "
6252,"The Big Mouth","Jerry Lewis","Jerry Lewis, Harold J. Stone, Susan Bay","5.5","Comedy, Action, Crime","107 min "
6253,"Blast-Off Girls","Herschell Gordon Lewis","Dan Conway, Ray Sager, Tom Tyrell","4.6","Action, Comedy, Drama","83 min "
6254,"The Born Losers","Tom Laughlin","Tom Laughlin, Elizabeth James, Jeremy Slate","6","Action, Drama, Thriller","113 min "
6255,"Come Spy with Me","Marshall Stone","Troy Donahue, Andrea Dromm, Albert Dekker","5.1","Action, Drama","85 min "
6256,"The Incredible Paris Incident","Sergio Grieco","Roger Browne, Dominique Boschero, Eduardo Fajardo","5.3","Action, Adventure, Sci-Fi","83 min "
6257,"The Dirty Dozen","Robert Aldrich","Lee Marvin, Ernest Borgnine, Charles Bronson","7.8","Action, Adventure, Thriller","150 min "
6258,"One-Armed Swordsman","Cheh Chang","Yu Wang, Chiao Chiao, Chung-Hsin Huang","7.6","Action, Drama","111 min "
6259,"The Three Fantastic Supermen","Gianfranco Parolini","Tony Kendall, Brad Harris, Aldo Canti","5.9","Action, Adventure, Fantasy","94 min "
6260,"Five Golden Dragons","Jeremy Summers","Robert Cummings, Margaret Lee, Rupert Davies","4.8","Action, Drama","93 min "
6261,"The Glory Stompers","Anthony M. Lanza","Dennis Hopper, Jody McCrea, Chris Noel","5.1","Action, Drama","85 min "
6262,"Hell on Wheels","Will Zens","Marty Robbins, John Ashley, Gigi Perreau","4.2","Action, Sport","97 min "
6263,"Hot Rods to Hell","John Brahm","Dana Andrews, Jeanne Crain, Mimsy Farmer","5.2","Action, Drama, Thriller","92 min "
6264,"In Like Flint","Gordon Douglas","James Coburn, Lee J. Cobb, Jean Hale","6.2","Action, Adventure, Comedy","114 min "
6265,"Island of the Lost","John Florea","Richard Greene, Luke Halpin, Sheila Welles","4.4","Adventure, Action, Mystery","92 min "
6266,"Son of Godzilla","Jun Fukuda","Tadao Takashima, Akira Kubo, Beverly Maeda","5.1","Action, Adventure, Family","84 min "
6267,"The Karate Killers","Barry Shear","Robert Vaughn, David McCallum, Joan Crawford","4.5","Comedy, Crime, Thriller","89 min "
6268,"The Long Duel","Ken Annakin","Yul Brynner, Trevor Howard, Harry Andrews","5.8","Action, Adventure, Drama","115 min "
6269,"Madamigella di Maupin","Mauro Bolognini","Catherine Spaak, Robert Hossein, Tomas Milian","6","Action, Adventure, Romance","95 min "
6270,"The Million Eyes of Su-Muru","Lindsay Shonteff","Frankie Avalon, George Nader, Shirley Eaton","2.9","Action, Adventure, Comedy","95 min "
6271,"Operation Kid Brother","Alberto De Martino","Neil Connery, Daniela Bianchi, Adolfo Celi","2.8","Action, Comedy, Thriller","104 min "
6272,"Point Blank","John Boorman","Lee Marvin, Angie Dickinson, Keenan Wynn","7.4","Action, Crime, Drama","92 min "
6273,"Professionals for a Massacre","Nando Cicero","George Hilton, Edd Byrnes, George Martin","6","Action, Adventure, Western","89 min "
6274,"Thunder Alley","Richard Rush","Annette Funicello, Fabian, Diane McBain","5.4","Drama, Action, Romance","90 min "
6275,"Pride and Vengeance","Luigi Bazzoni","Franco Nero, Tina Aumont, Klaus Kinski","6.1","Action, Drama, Romance","100 min "
6276,"Any Gun Can Play","Enzo G. Castellari","Edd Byrnes, George Hilton, Gilbert Roland","6.1","Action, Adventure, Western","105 min "
6277,"You Only Live Twice","Lewis Gilbert","Sean Connery, Akiko Wakabayashi, Mie Hama","6.9","Action, Adventure, Thriller","117 min "
6278,"The Ambushers","Henry Levin","Dean Martin, Senta Berger, Janice Rule","5","Action, Comedy, Sci-Fi","102 min "
6279,"Danger Route","Seth Holt","Richard Johnson, Carol Lynley, Barbara Bouchet","5.6","Action, Drama, Thriller","92 min "
6280,"Track of Thunder","Joseph Kane","Tommy Kirk, Ray Stricklyn, H.M. Wynant","5.8","Action, Drama","83 min "
6281,"Track of Thunder","Joseph Kane","Tommy Kirk, Ray Stricklyn, H.M. Wynant","5.8","Action, Drama","83 min "
6282,"The Vengeance of Fu Manchu","Jeremy Summers","Christopher Lee, Tony Ferrer, Tsai Chin","5.3","Action, Crime, Drama","91 min "
6283,"Massacre in the Black Forest","Ferdinando Baldi","Cameron Mitchell, Antonella Lualdi, Hans von Borsody","5","War, Action, Adventure","82 min "
6284,"Kill a Dragon","Michael D. Moore","Jack Palance, Fernando Lamas, Aldo Ray","4.6","Action, Crime, Drama","91 min "
6285,"Our Man Flint","Daniel Mann","James Coburn, Lee J. Cobb, Gila Golan","6.5","Action, Adventure, Comedy","108 min "
6286,"Rat Pfink a Boo Boo","Ray Dennis Steckler","Carolyn Brandt, Ron Haydock, Titus Moede","3.3","Comedy, Action, Thriller","72 min "
6287,"Agent for H.A.R.M.","Gerd Oswald","Peter Mark Richman, Wendell Corey, Carl Esmond","1.9","Adventure, Action, Drama","84 min "
6288,"Arabesque","Stanley Donen","Gregory Peck, Sophia Loren, Alan Badel","6.6","Action, Adventure, Crime","105 min "
6289,"Around the World Under the Sea","Andrew Marton","Lloyd Bridges, Brian Kelly, Shirley Eaton","5.1","Action, Adventure","110 min "
6290,"Assault on a Queen","Jack Donohue","Frank Sinatra, Virna Lisi, Anthony Franciosa","5.6","Adventure, Crime, Thriller","106 min "
6291,"Beau Geste","Douglas Heyes","Guy Stockwell, Doug McClure, Leslie Nielsen","6","Drama, War, Action","103 min "
6292,"The Magnificent Trio","Cheh Chang","Ping Chin, Margaret Tu Chuan, Yu Wang","6.4","Action, Drama, Romance","103 min "
6293,"The Blue Max","John Guillermin","George Peppard, James Mason, Ursula Andress","7.1","Adventure, Drama, War","156 min "
6294,"The Brides of Fu Manchu","Don Sharp","Christopher Lee, Douglas Wilmer, Heinz Drache","5.6","Action, Crime, Horror","94 min "
6295,"Carry on Pimpernel","Gerald Thomas","Kenneth Williams, Sidney James, Jim Dale","6.5","Action, Adventure, Comedy","90 min "
6296,"Fireball 500","William Asher","Frankie Avalon, Annette Funicello, Fabian","5.1","Action, Comedy, Drama","92 min "
6297,"The Hills Run Red","Carlo Lizzani","Thomas Hunter, Henry Silva, Dan Duryea","5.9","Action, Western","89 min "
6298,"Harper","Jack Smight","Paul Newman, Lauren Bacall, Julie Harris","7","Action, Crime, Drama","121 min "
6299,"Khartoum","Basil Dearden","Charlton Heston, Laurence Olivier, Richard Johnson","6.9","Action, Adventure, Drama","128 min "
6300,"Kiss the Girls and Make Them Die","Henry Levin","Mike Connors, Dorothy Provine, Raf Vallone","6.4","Action, Comedy","106 min "
6301,"Kiss the Girls and Make Them Die","Henry Levin","Mike Connors, Dorothy Provine, Raf Vallone","6.4","Action, Comedy","106 min "
6302,"The Man Called Flintstone","Joseph Barbera","Alan Reed, Mel Blanc, Jean Vander Pyl","","Animation, Action, Adventure","89 min "
6303,"Murderers' Row","Henry Levin","Dean Martin, Ann-Margret, Karl Malden","6","Action, Adventure, Comedy","105 min "
6304,"Night Train to Mundo Fine","Coleman Francis","Coleman Francis, Anthony Cardoza, Harold Saunders","2.7","Action, Adventure, Thriller","89 min "
6305,"One Spy Too Many","Joseph Sargent","Robert Vaughn, David McCallum, Rip Torn","5.8","Adventure, Comedy, Crime","102 min "
6306,"The Professionals","Richard Brooks","Burt Lancaster, Lee Marvin, Robert Ryan","7.4","Action, Adventure, Western","117 min "
6307,"The Silencers","Phil Karlson","Dean Martin, Stella Stevens, Daliah Lavi","6.1","Action, Adventure, Comedy","102 min "
6308,"Thunderbirds Are GO","David Lane","Sylvia Anderson, Ray Barrett, Alexander Davion","6.5","Action, Sci-Fi","93 min "
6309,"Tokyo Drifter","Seijun Suzuki","Tetsuya Watari, Chieko Matsubara, Tamio Kawachi","7.3","Action, Crime, Drama","82 min "
6310,"The Wild Angels","Roger Corman","Peter Fonda, Nancy Sinatra, Bruce Dern","5.7","Action, Drama, Thriller","93 min "
6311,"Women of the Prehistoric Planet","Arthur C. Pierce","Wendell Corey, Keith Larsen, John Agar","2.3","Sci-Fi, Action, Adventure","90 min "
6312,"Women of the Prehistoric Planet","Arthur C. Pierce","Wendell Corey, Keith Larsen, John Agar","2.3","Sci-Fi, Action, Adventure","90 min "
6313,"Triple Cross","Terence Young","Christopher Plummer, Romy Schneider, Trevor Howard","6.4","Action, Adventure, Drama","140 min "
6314,"Johnny Yuma","Romolo Guerrieri","Mark Damon, Lawrence Dobkin, Rosalba Neri","6.2","Western, Action, Drama","100 min "
6315,"Our Men in Bagdad","Paolo Bianchini","Roger Hanin, Rory Calhoun, Evi Marandi","4.7","Action, Romance, Thriller","100 min "
6316,"The Venetian Affair","Jerry Thorpe","Robert Vaughn, Elke Sommer, Felicia Farr","5.3","Action, Thriller","89 min "
6317,"Niekas nenorejo mirti","Vytautas Zalakevicius","Kazimir Vitkus, Regimantas Adomaitis, Bruno O'Ya","8.1","Action, Drama, History","100 min "
6318,"Black Tight Killers","Yasuharu Hasebe","Akira Kobayashi, Chieko Matsubara, Akemi Kita","7.1","Thriller, Crime, Action","87 min "
6319,"The Spy with My Face","John Newland","Robert Vaughn, Senta Berger, David McCallum","5.9","Adventure, Comedy, Crime","88 min "
6320,"Our Man in Jamaica","Ernst R. von Theumer","Larry Pennell, Margitta Scherr, Roberto Camardiel","5.4","Action, Adventure, Comedy","88 min "
6321,"Battle of the Bulge","Ken Annakin","Henry Fonda, Robert Shaw, Robert Ryan","6.8","War, Action, Drama","167 min "
6322,"The 10th Victim","Elio Petri","Marcello Mastroianni, Ursula Andress, Elsa Martinelli","","Action, Sci-Fi","92 min "
6323,"Blood for a Silver Dollar","Giorgio Ferroni","Giuliano Gemma, Ida Galli, Pierre Cressoy","","Action, Romance, Western","98 min "
6324,"The Face of Fu Manchu","Don Sharp","Christopher Lee, Nigel Green, Joachim Fuchsberger","6","Action, Crime, Drama","89 min "
6325,"The Great Race","Blake Edwards","Tony Curtis, Natalie Wood, Jack Lemmon","7.2","Action, Adventure, Comedy","160 min "
6326,"The Heroes of Telemark","Anthony Mann","Kirk Douglas, Richard Harris, Ulla Jacobsson","6.4","Action, Drama, History","131 min "
6327,"Samurai Spy","Masahiro Shinoda","Hiroshi Aoyama, Jun Hamamura, Osamu Hitomi","7.1","Action, Drama","99 min "
6328,"The Liquidator","Jack Cardiff","Rod Taylor, Trevor Howard, Jill St. John","5.7","Action, Thriller, Crime","105 min "
6329,"Morituri","Bernhard Wicki","Marlon Brando, Yul Brynner, Janet Margolin","7","Action, Drama, Thriller","123 min "
6330,"Motorpsycho!","Russ Meyer","Haji, Alex Rocco, Steve Oliver","5.9","Action, Thriller","74 min "
6331,"Mozambique","Robert Lynn","Steve Cochran, Hildegard Knef, Paul Hubschmid","5.3","Action, Crime, Drama","98 min "
6332,"Operation Crossbow","Michael Anderson","Sophia Loren, George Peppard, Trevor Howard","6.6","Action, Drama, War","115 min "
6333,"A Pistol for Ringo","Duccio Tessari","Giuliano Gemma, Fernando Sancho, Lorella De Luca","6.6","Action, Drama, Western","98 min "
6334,"Red Line 7000","Howard Hawks","James Caan, Laura Devon, Gail Hire","5.8","Action, Drama, Sport","110 min "
6335,"Thunderball","Terence Young","Sean Connery, Claudine Auger, Adolfo Celi","7","Action, Adventure, Thriller","130 min "
6336,"Town Tamer","Lesley Selander","Dana Andrews, Terry Moore, Pat O'Brien","5.8","Action, Romance, Western","89 min "
6337,"Winnetou: The Last Shot","Harald Reinl","Lex Barker, Pierre Brice, Rik Battaglia","","Action, Adventure, Western","93 min "
6338,"Kindar the Invulnerable","Osvaldo Civirani","Mark Forest, Mimmo Palmara, Rosalba Neri","5.7","Action, Adventure, Mystery","96 min "
6339,"The Return of Ringo","Duccio Tessari","Giuliano Gemma, Fernando Sancho, Lorella De Luca","7","Action, Drama, Romance","95 min "
6340,"Secret Agent Fireball","Luciano Martino","Richard Harrison, Dominique Boschero, Wandisa Guida","5.4","Action, Crime, Drama","89 min "
6341,"Superseven chiama Cairo","Umberto Lenzi","Roger Browne, Fabienne Dali, Massimo Serato","5.1","Action, Drama","95 min "
6342,"Fort Courageous","Lesley Selander","Fred Beir, Don 'Red' Barry, Hanna Landy","5.2","Action, Western","72 min "
6343,"Hercules the Avenger","Maurizio Lucidi","Reg Park, Gia Sandri, Giovanni Cianfriglia","5","Action, Adventure, Fantasy","90 min "
6344,"Ek Sapera Ek Lutera","Naresh Kumar","Feroz Khan, Kumkum, Sunder","6.2","Action, Comedy, Musical","125 min "
6345,"Greed in the Sun","Henri Verneuil","Jean-Paul Belmondo, Lino Ventura, Reginald Kernan","7.2","Action, Adventure, Comedy","122 min "
6346,"The Great Spy Chase","Georges Lautner","Lino Ventura, Francis Blanche, Bernard Blier","7","Comedy, Action, Thriller","84 min "
6347,"The Devil-Ship Pirates","Don Sharp","Christopher Lee, Andrew Keir, John Cairney","6.1","Action, Adventure, Thriller","86 min "
6348,"The Two Gladiators","Mario Caiano","Richard Harrison, Moira Orfei, Alberto Farnese","5.4","Action, Drama","100 min "
6349,"Kitten with a Whip","Douglas Heyes","Ann-Margret, John Forsythe, Peter Brown","4.6","Crime, Drama, Action","82 min "
6350,"The Lively Set","Jack Arnold","James Darren, Pamela Tiffin, Doug McClure","5.9","Drama, Action","95 min "
6351,"I pirati della Malesia","Umberto Lenzi","Steve Reeves, Jacqueline Sassard, Mimmo Palmara","5.6","Action, History","110 min "
6352,"Rhino!","Ivan Tors","Harry Guardino, Shirley Eaton, Robert Culp","5.5","Action, Adventure","91 min "
6353,"Rio Conchos","Gordon Douglas","Richard Boone, Stuart Whitman, Anthony Franciosa","6.6","Action, Drama, War","107 min "
6354,"The Secret Invasion","Roger Corman","Stewart Granger, Raf Vallone, Mickey Rooney","5.9","Action, Drama, History","95 min "
6355,"The Black Tulip","Christian-Jaque","Alain Delon, Virna Lisi, Dawn Addams","6.8","Action, Adventure, Comedy","115 min "
6356,"Oh! Those Most Secret Agents","Lucio Fulci","Franco Franchi, Ciccio Ingrassia, Ingrid Schoeller","5.9","Action, Comedy","83 min "
6357,"Dingaka","Jamie Uys","Stanley Baker, Juliet Prowse, Ken Gampu","6.2","Drama, Action","98 min "
6358,"The Secret of Blood Island","Quentin Lawrence","Jack Hedley, Barbara Shelley, Patrick Wymark","4.3","Action, Drama, War","84 min "
6359,"The Train","John Frankenheimer","Burt Lancaster, Paul Scofield, Jeanne Moreau","7.9","Thriller, War, Action","133 min "
6360,"To Trap a Spy","Don Medford","Robert Vaughn, Luciana Paluzzi, Pat Crowley","6","Comedy, Adventure, Drama","92 min "
6361,"Hero of Rome","Giorgio Ferroni","Gordon Scott, Gabriella Pallotta, Massimo Serato","4.5","Action, Adventure, Drama","90 min "
6362,"The Story of Qin Xianglian","Yu Hsin Chen","","7.4","Action","124 min "
6363,"Temple of the White Elephant","Umberto Lenzi","Sean Flynn, Marie Versini, Alessandra Panaro","4.7","Action, Adventure, Drama","85 min "
6364,"Rome Against Rome","Giuseppe Vari","John Drew Barrymore, Susy Andersen, Ettore Manni","4.6","Action, Drama, Adventure","98 min "
6365,"Samson in King Solomon's Mines","Piero Regnoli","Reg Park, Wandisa Guida, Bruno Piergentili","4.2","Action","92 min "
6366,"55 Days at Peking","Nicholas Ray","Charlton Heston, Ava Gardner, David Niven","6.8","Action, Drama, History","154 min "
6367,"Cry of Battle","Irving Lerner","Van Heflin, Rita Moreno, James MacArthur","5.4","Action, War, Adventure","99 min "
6368,"Gunfight at Red Sands","Ricardo Blasco","Richard Harrison, Giacomo Rossi Stuart, Mikaela","5.7","Action, Drama, Romance","97 min "
6369,"Gunfight at Red Sands","Ricardo Blasco","Richard Harrison, Giacomo Rossi Stuart, Mikaela","5.7","Action, Drama, Romance","97 min "
6370,"From Russia with Love","Terence Young","Sean Connery, Robert Shaw, Lotte Lenya","7.5","Action, Adventure, Thriller","115 min "
6371,"Johnny Cool","William Asher","Henry Silva, Elizabeth Montgomery, Richard Anderson","6.4","Action, Crime, Drama","103 min "
6372,"El Naser Salah el Dine","Youssef Chahine","Ahmed Mazhar, Mohamed Abdel Gawad, Tewfik El Dekn","8","Action, Adventure, Drama","90 min "
6373,"The Raiders","Herschel Daugherty","Brian Keith, Robert Culp, Judi Meredith","5.4","Action, Drama, Western","75 min "
6374,"Sword of Lancelot","Cornel Wilde","Cornel Wilde, Jean Wallace, Brian Aherne","5.8","Action, Adventure, Fantasy","116 min "
6375,"Tarzan's Three Challenges","Robert Day","Jock Mahoney, Woody Strode, Tsu Kobayashi","5.7","Action, Adventure","92 min "
6376,"Thunder Island","Jack Leewood","Gene Nelson, Fay Spain, Brian Kelly","5.5","Action, Drama, Thriller","65 min "
6377,"Monsieur Gangster","Georges Lautner","Lino Ventura, Bernard Blier, Francis Blanche","8","Comedy, Action, Crime","105 min "
6378,"The Young Racers","Roger Corman","Mark Damon, William Campbell, Luana Anders","4.4","Action, Drama","84 min "
6379,"The Son of Captain Blood","Tulio Demicheli","Sean Flynn, Alessandra Panaro, Ann Todd","5.4","Action, Adventure, History","88 min "
6380,"Swords of Blood","Philippe de Broca","Jean-Paul Belmondo, Claudia Cardinale, Jess Hahn","","Action, Comedy, Adventure","114 min "
6381,"Invasion 1700","Fernando Cerchio","Jeanne Crain, Pierre Brice, Elena Zareschi","4.1","Action, Adventure, Drama","112 min "
6382,"Invasion 1700","Fernando Cerchio","Jeanne Crain, Pierre Brice, Elena Zareschi","4.1","Action, Adventure, Drama","112 min "
6383,"Dr. No","Terence Young","Sean Connery, Ursula Andress, Bernard Lee","7.3","Action, Adventure, Thriller","110 min "
6384,"Escape from Zahrain","Ronald Neame","Yul Brynner, Sal Mineo, Jack Warden","6","Action, Adventure, Drama","93 min "
6385,"Geronimo","Arnold Laven","Chuck Connors, Kamala Devi, Pat Conway","5.9","Action, Biography, History","101 min "
6386,"Harakiri","Masaki Kobayashi","Tatsuya Nakadai, Akira Ishihama, Shima Iwashita","8.7","Action, Drama, History","133 min "
6387,"Hero's Island","Leslie Stevens","James Mason, Neville Brand, Kate Manx","5.4","Action, Adventure, Drama","94 min "
6388,"Journey to the Seventh Planet","Sidney W. Pink","John Agar, Greta Thyssen, Carl Ottosen","4.8","Action, Adventure, Fantasy","77 min "
6389,"The Longest Day","Ken Annakin","John Wayne, Robert Ryan, Richard Burton","7.8","Action, Drama, History","178 min "
6390,"The Pirates of Blood River","John Gilling","Kerwin Mathews, Glenn Corbett, Christopher Lee","6.5","Action, Adventure, Drama","87 min "
6391,"Gladiators 7","Pedro Lazaga","Richard Harrison, Loredana Nusciak, Livio Lorenzon","5.7","Action, Adventure, Drama","92 min "
6392,"Tarzan Goes to India","John Guillermin","Jock Mahoney, Leo Gordon, Mark Dana","5.3","Action, Adventure","88 min "
6393,"The Valiant","Roy Ward Baker","John Mills, Ettore Manni, Roberto Risso","6.4","Action, Drama, War","80 min "
6394,"Colossus of the Stone Age","Guido Malatesta","Reg Lewis, Margaret Lee, Luciano Marin","4.1","Action, Adventure, Fantasy","82 min "
6395,"Big and Little Wong Tin Bar","Yuen-Man Lee","","7","Action, Adventure, Drama","106 min "
6396,"King Kong","Babubhai Mistri","Kumkum, Dara Singh, Chandrashekhar","6.2","Action, Adventure, Comedy","142 min "
6397,"Wild Youth","John F. Schreyer","Carol Ohmart, Robert Hutton, Steve Rowland","5","Action, Crime, Drama","73 min "
6398,"Atlas","Roger Corman","Michael Forest, Barboura Morris, Frank Wolff","4.3","Action, Adventure, Drama","79 min "
6399,"Pagan Island","Barry Mahon","Eddie Dew, Nani Maka, Trine Hovelsrud","5.6","Action, Adventure","67 min "
6400,"The Last of the Vikings","Giacomo Gentilomo","Cameron Mitchell, Edmund Purdom, Isabelle Corey","4.8","Action, Adventure, War","103 min "
6401,"Queen of the Seas","Umberto Lenzi","Lisa Gastoni, Jerome Courtland, Walter Barnes","5.5","Action, Adventure, Drama","87 min "
6402,"Bondage Gladiator Sexy","Giorgio Ferroni","Taina Elg, Pierre Brice, Alessandra Panaro","5","Action, Fantasy","102 min "
6403,"The Comancheros","Michael Curtiz","John Wayne, Stuart Whitman, Ina Balin","6.9","Action, Western, Adventure","107 min "
6404,"The Story of the Count of Monte Cristo","Claude Autant-Lara","Louis Jourdan, Yvonne Furneaux, Pierre Mondy","6.6","Action, Adventure, Drama","132 min "
6405,"Gunga Jumna","Nitin Bose","Dilip Kumar, Vyjayanthimala, Nasir Khan","7.3","Drama, Action, Crime","178 min "
6406,"The Guns of Navarone","J. Lee Thompson","David Niven, Gregory Peck, Anthony Quinn","7.6","Action, Adventure, Drama","158 min "
6407,"Erik the Conqueror","Mario Bava","Cameron Mitchell, Alice Kessler, Ellen Kessler","6","Action, Adventure","81 min "
6408,"Atlas Against the Cyclops","Antonio Leonviola","Gordon Mitchell, Chelo Alonso, Vira Silenti","4.7","Action, Adventure, Fantasy","100 min "
6409,"Duel of Champions","Ferdinando Baldi","Alan Ladd, Franca Bettoia, Franco Fabrizi","4.9","Action, Drama, History","105 min "
6410,"The Phantom Planet","William Marshall","Dean Fredericks, Coleen Gray, Anthony Dexter","3.2","Action, Adventure, Sci-Fi","82 min "
6411,"The Terror of the Tongs","Anthony Bushell","Christopher Lee, Yvonne Monlaur, Geoffrey Toone","5.9","Action, Adventure","76 min "
6412,"Ursus","Carlo Campogalliani","Ed Fury, Cristina Gaioni, Moira Orfei","5.4","Action, Fantasy, Adventure","90 min "
6413,"Voyage to the Bottom of the Sea","Irwin Allen","Walter Pidgeon, Joan Fontaine, Barbara Eden","6.1","Action, Adventure, Sci-Fi","105 min "
6414,"The Young Savages","John Frankenheimer","Burt Lancaster, Dina Merrill, Edward Andrews","7","Action, Crime, Drama","103 min "
6415,"The Invincible Gladiator","Alberto De Martino","Richard Harrison, Isabelle Corey, Livio Lorenzon","5.7","Action, Drama","96 min "
6416,"Polosatyy reys","Vladimir Fetin","Aleksei Gribov, Ivan Dmitriev, Margarita Nazarova","7.5","Comedy, Action, Adventure","124 min "
6417,"I tartari","Richard Thorpe","Victor Mature, Orson Welles, Liana Orfei","4.9","Action, Adventure, Drama","83 min "
6418,"Duel of the Titans","Sergio Corbucci","Steve Reeves, Gordon Scott, Virna Lisi","5.9","Action, Adventure, Drama","89 min "
6419,"Touch Me Not","Gerardo de Leon","Eddie Del Mar, Edita Vital, Johnny Monteiro","7.2","Action, Drama, Romance","180 min "
6420,"The Angel Wore Red","Nunnally Johnson","Ava Gardner, Dirk Bogarde, Joseph Cotten","5.7","Action, Drama, War","99 min "
6421,"The Crowded Sky","Joseph Pevney","Dana Andrews, Rhonda Fleming, Efrem Zimbalist Jr.","5.8","Action, Adventure, Drama","105 min "
6422,"The Crowded Sky","Joseph Pevney","Dana Andrews, Rhonda Fleming, Efrem Zimbalist Jr.","5.8","Action, Adventure, Drama","105 min "
6423,"Exodus","Otto Preminger","Paul Newman, Eva Marie Saint, Ralph Richardson","6.8","Action, Drama, History","208 min "
6424,"Kidnapped","Robert Stevenson","Peter Finch, James MacArthur, Bernard Lee","","Action, Adventure, Drama","97 min "
6425,"Son of Samson","Carlo Campogalliani","Mark Forest, Chelo Alonso, Vira Silenti","5.3","Action, Adventure, Drama","89 min "
6426,"The Magnificent Seven","John Sturges","Yul Brynner, Steve McQueen, Charles Bronson","7.8","Action, Adventure, Western","128 min "
6427,"The Night Fighters","Tay Garnett","Robert Mitchum, Richard Harris, Anne Heywood","6","War, Drama, Action","90 min "
6428,"Seven Ways from Sundown","Harry Keller","Audie Murphy, Barry Sullivan, Venetia Stevenson","6.9","Action, Adventure, Western","96 min "
6429,"Ski Troop Attack","Roger Corman","Michael Forest, Frank Wolff, Wally Campo","2.5","Action, War","63 min "
6430,"Thunder in Carolina","Paul Helmick","Rory Calhoun, Alan Hale Jr., Connie Hines","1.9","Action, Drama","92 min "
6431,"The Boy Who Stole a Million","Charles Crichton","Virgilio Teixeira, Maurice Reyna, Marianne Benet","6.2","Action, Adventure, Comedy","84 min "
6432,"David and Goliath","Ferdinando Baldi","Orson Welles, Ivica Pajer, Eleonora Rossi Drago","4.9","Action, Drama, Family","95 min "
6433,"Five Guns to Tombstone","Edward L. Cahn","James Brown, John Wilder, Walter Coy","5","Action, Crime, Romance","71 min "
6434,"4D Man","Irvin S. Yeaworth Jr.","Robert Lansing, Lee Meriwether, James Congdon","5.9","Sci-Fi, Horror, Romance","85 min "
6435,"The White Warrior","Riccardo Freda","Steve Reeves, Giorgia Moll, Scilla Gabel","5.1","Action, Adventure, Drama","91 min "
6436,"Battle of the Coral Sea","Paul Wendkos","Cliff Robertson, Gia Scala, Teru Shimada","5.7","Drama, War, Action","86 min "
6437,"John Paul Jones","John Farrow","Robert Stack, Marisa Pavan, Charles Coburn","7.1","Action, Biography, History","126 min "
6438,"Pork Chop Hill","Lewis Milestone","Gregory Peck, Harry Guardino, Rip Torn","7.1","War, Drama, Action","97 min "
6439,"Shake Hands with the Devil","Michael Anderson","James Cagney, Don Murray, Dana Wynter","7.1","Action, Drama, History","111 min "
6440,"Four Desperate Men","Harry Watt","Aldo Ray, Heather Sears, Neil McCallum","6.6","Action, Crime, Drama","100 min "
6441,"Tarzan's Greatest Adventure","John Guillermin","Gordon Scott, Anthony Quayle, Sara Shane","6.6","Action, Adventure","88 min "
6442,"Ten Seconds to Hell","Robert Aldrich","Jack Palance, Jeff Chandler, Martine Carol","6.5","Action, Drama, Romance","93 min "
6443,"The Trap","Norman Panama","Richard Widmark, Lee J. Cobb, Tina Louise","","Action, Crime, Drama","84 min "
6444,"Up Periscope","Gordon Douglas","James Garner, Edmond O'Brien, Andra Martin","6.4","Action, Drama, Romance","112 min "
6445,"Westbound","Budd Boetticher","Randolph Scott, Virginia Mayo, Karen Steele","6.6","Action, Drama, Romance","72 min "
6446,"Hannibal","Carlo Ludovico Bragaglia","Victor Mature, Gabriele Ferzetti, Rita Gam","5.3","Action, Adventure, Biography","103 min "
6447,"The Stranglers of Bombay","Terence Fisher","Guy Rolfe, Allan Cuthbertson, Andrew Cruickshank","6.4","Action, Adventure, History","80 min "
6448,"The Stranglers of Bombay","Terence Fisher","Guy Rolfe, Allan Cuthbertson, Andrew Cruickshank","6.4","Action, Adventure, History","80 min "
6449,"The Last Days of Pompeii","Mario Bonnard","Steve Reeves, Christine Kaufmann, Fernando Rey","5.7","Action, Adventure, Drama","103 min "
6450,"The Moonraker","David MacDonald","George Baker, Sylvia Syms, Marius Goring","5.9","Action, Adventure, Drama","82 min "
6451,"The 7th Voyage of Sinbad","Nathan Juran","Kerwin Mathews, Kathryn Grant, Richard Eyer","7.2","Family, Fantasy, Action","88 min "
6452,"Bullwhip","Harmon Jones","Guy Madison, Rhonda Fleming, James Griffith","5","Action, Romance, Western","80 min "
6453,"Darby's Rangers","William A. Wellman","James Garner, Etchika Choureau, Jack Warden","6.4","Action, War, Drama","121 min "
6454,"Gideon of Scotland Yard","John Ford","Jack Hawkins, Anna Lee, Anna Massey","6.6","Action, Comedy, Crime","91 min "
