"source_id","cluster_id","bookname","author"
"lakeside books","1558609180","how to build a business rules engine","chisholm, malcolm"
"free postage ! @thebookcompany","1558609180","how to build a business rules engine : extending application functionality through metadata engineering","chisholm, malcolm"
"papamedia.com","1558609180","how to build a business rules engine : extending application functionality through metadata engineering (the morgan kaufmann series in data management","malcolm chisholm"
"revaluation books","1558609180","how to build a business rules engine extending application functionality through metadata engineering","chisholm, malcolm/ ross, ronald g. (frw)"
"limelight bookshop","1558609180","how to build a business rules engine: extending application functionality through engineering","chisholm, malcolm"
"hippo books","1558608362","jsp: practical guide for programmers (the practical guides)","robert brunner"
"vielbuch.de - onlineantiquariat","1558608362","a practical guide for programmers. [perfect paperback] by brunner, robert j.",""
"vielbuch.de - onlineantiquariat","1558608362","a practical guide for programmers. [perfect paperback] by brunner, robert j.",""
"a1books","1558608362","java: practical guide for programmers (morgan kaufmann practical guides series)","brunner, robert"
"powell's books","1558608362","jsp a practical guide for programmers","brunner, robert"
"caiman","1558608362","jsp","brunner, robert"
"woodward books","1558608362","jsp: practical guide for programmers (the practical guides)","brunner, robert"
"sarl culture-factory","1558608362","jsp","robert brunner"
"book lovers usa","1558608362","jsp: practical guide for programmers (the practical guides)","robert brunner"
"books2anywhere.com","1558608362","practical guide for programmers","brunner, robert"
"the book depository","1558608362","jsp","robert brunner"
"books down under","1558608362","jsp: practical guide for programmers","brunner,robert"
"revaluation books","1558608362","jsp practical guide for java programmers","brunner, robert j."
"bobs books","1558608362","jsp: practical guide for programmers","brunner,robert"
"gunter koppon","1558608362","jsp - practical guide for programmers","brunner,robert"
"worldofbooks","1558608362","jsp - practical guide for programmers","brunner,robert"
"gunars store","1558608362","jsp - practical guide for programmers","brunner,robert"
"limelight bookshop","1558608362","jsp: practical guide for programmers","brunner, robert j."
"betterworld.com","075065855x","mathematics for electrical engineering and computing","mary attenborough"
"a1books","075065855x","mathematics for electrical engineering and computing","mary attenborough"
"quartermelon","075065855x","mathematics for electrical engineering and computing","by (author) attenborough, mary"
"browns books","075065855x","mathematics for electrical engineering and computing","attenborough, mary (south bank university, london)"
"a1books","075065855x","mathematics for electrical engineering and computing","mary attenborough"
"quartermelon","075065855x","mathematics for electrical engineering and computing","attenborough, mary"
"caiman","075065855x","mathematics for electrical eng","attenborough, mary"
"stratford books","075065855x","mathematics for electrical engineering and computing","by (author) attenborough, mary"
"sarl culture-factory","075065855x","mathematics for electrical engineering and computing","mary attenborough"
"blackwell online","075065855x","mathematics for electrical engineering and computing","attenborough, mary"
"lakeside books","075065855x","mathematics for electrical engineering and computing","attenborough, mary"
"lakeside books","075065855x","mathematics for electrical engineering and computing","attenborough, mary"
"thebookcom","075065855x","mathematics for electrical engineering and computing","attenborough, mary"
"the book depository","075065855x","mathematics for electrical engineering and computing","mary attenborough"
"books2anywhere.com","075065855x","mathematics for electrical engineering","attenborough, mary"
"free postage ! @thebookcompany","075065855x","mathematics for electrical engineering and computing","attenborough, mary"
"quartermelon","075065855x","mathematics for electrical engineering and computing","attenborough, mary (author)"
"papamedia.com","075065855x","mathematics for electrical engineering and computing","mary attenborough"
"books2anywhere.com","075065855x","mathematics for electrical engineering a","attenborough, mary (south bank university, london)"
"bobs books","075065855x","mathematics for electrical engineering and computing","attenborough, mary (south bank university, london)"
"revaluation books","075065855x","mathematics for electrical engineering and computing","attenborough, mary"
"limelight bookshop","075065855x","mathematics for electrical engineering and computing","attenborough, mary"
"a1books","012012159x","advances in computers","marvin v. zelkowitz"
"bookarama, inc","012012159x","advances in computers, volume 59, first edition (advances in computers)","marvin zelkowitz"
"bookarama, inc","012012159x","advances in computers, volume 59, first edition (advances in computers)","marvin zelkowitz"
"lakeside books","012012159x","advances in computers","zelkowitz, marvin"
"caiman","012012159x","advances in computers v59","zelkowitz, marvin"
"paperbackshop-us","012012159x","advances in computers","zelkowitz, marvin v. (edt)"
"quartermelon","012012159x","advances in computers","zelkowitz, marvin"
"quartermelon","012012159x","advances in computers","zelkowitz, marvin (author)"
"thebookcom","012012159x","advances in computers","zelkowitz, marvin"
"free postage ! @thebookcompany","012012159x","advances in computers","zelkowitz, marvin"
"papamedia.com","012012159x","advances in computers, volume 59 (advances in computers)","marvin zelkowitz"
"librairie la canopee. inc.","012012159x","oeuvres 2 vols cl","desbordes valmore"
"revaluation books","012012159x","advances in computers","zelkowitz, marvin v. (edt)"
"limelight bookshop","012012159x","advances in computers, vol. 59","zelkowitz, marvin"
"librairie la canopee. inc.","0120121581","nouveaux eclairc. cl","desbillons"
"a1books","0120121581","advances in computers: highly dependable software","marvin v. zelkowitz"
"papamedia.com","0120121581","advances in computers, volume 58 : highly dependable software (advances in computers)","marvin zelkowitz"
"limelight bookshop","0120121581","advances in computers: highly dependable software, vol. 58","zelkowitz, marvin"
"speedy books shipping from usa!","1555582605","computer systems performance evaluation and prediction","paul fortier"
"d2d books","1555582605","computer systems performance evaluation and prediction","fortier, paul j.; michel, howard"
"htbook","1555582605","computer systems performance evaluation and prediction","paul fortier, howard michel"
"htbook","1555582605","computer systems performance evaluation and prediction","paul fortier, howard michel"
"sunmark store","1555582605","computer systems performance evaluation and prediction","fortier, paul j.; michel, howard"
"a1books","1555582605","computer systems performance evaluation and prediction","paul j. fortier, howard michel"
"caiman","1555582605","computer systems perfor -os","michel, howard"
"a1books","1555582605","computer systems performance evaluation and prediction","paul j. fortier, howard michel"
"blackwell online","1555582605","computer systems performance evaluation and prediction","michel, howard fortier, paul"
"lakeside books","1555582605","computer systems performance evaluation and prediction","fortier, paul j.michel, howard"
"lakeside books","1555582605","computer systems performance evaluation and prediction","fortier, paul j.michel, howard"
"versandantiquariat robert a. mueller","1555582605","computer systems performance evaluation and prediction","fortier, paul michel, howard"
"books2anywhere.com","1555582605","computer systems performance evaluation and predic","fortier, paul j./ michel, howard"
"bobs books","1555582605","computer systems performance evaluation and prediction","fortier,paul"
"papamedia.com","1555582605","computer systems performance evaluation and prediction","paul fortier, howard michel"
"books down under","1555582605","computer systems performance evaluation and prediction","fortier,paul"
"revaluation books","1555582605","computer systems performance evaluation and prediction","fortier, paul j./ michel, howard, ph.d."
"gunter koppon","1555582605","computer systems performance evaluation and prediction","fortier,paul"
"worldofbooks","1555582605","computer systems performance evaluation and prediction","fortier,paul"
"gunars store","1555582605","computer systems performance evaluation and prediction","fortier,paul"
"librairie la canopee. inc.","0120121573","editions originales cl","derome"
"a1books","0120121573","advances in computers: information repositories","marvin zelkowitz"
"paperbackshop-us","0120121573","advances in computers","zelkowitz, marvin (edt)"
"papamedia.com","0120121573","advances in computers, volume 57 : information repositories (advances in computers)","marvin zelkowitz"
"caiman","1558608028","tcl/tk 2/e","flynt, clif"
"a1books","1558608028","tcl/tk : a developerandapos;s guide","clif flynt"
"book lovers usa","1558608028","tcl/tk, second edition : a developer's guide (the morgan kaufmann series in software engineering and programming)","clif flynt"
"a1books","1558608028","tcl/tk : a developerandapos;s guide","clif flynt"
"quartermelon","1558608028","tcl/tk, a developer's guide","by (author) flynt, clif"
"browns books","1558608028","tcl/tk","flynt, clif"
"powell's books","1558608028","tcltk a developers guide 2nd edition","flynt, clif"
"blackwell online","1558608028","tcl/tk: a developer's guide","flynt, clif"
"stratford books","1558608028","tcl/tk, a developer's guide","by (author) flynt, clif"
"quartermelon","1558608028","tcl/tk a developer's guide","flynt, clif"
"sarl culture-factory","1558608028","tcl/tk","clif flynt"
"papamedia.com","1558608028","tcl/tk, second edition : a developer's guide (the morgan kaufmann series in software engineering and programming)","clif flynt"
"lakeside books","1558608028","tcl/tk","flynt, clif"
"lakeside books","1558608028","tcl/tk","flynt, clif"
"aha-buch","1558608028","tcl/tk, a developer's guide, w. cd-rom","clif flynt"
"books2anywhere.com","1558608028","tcl/tk","flynt, clif"
"thebookcom","1558608028","tcl/tk : a developer's guide","flynt, clif"
"paperbackworld.de","1558608028","tcl/tk.","clif flynt"
"the book depository","1558608028","tcl/tk","clif flynt"
"versandantiquariat robert a. mueller","1558608028","tcl/tk. a developer's guide.","flynt, clif"
"free postage ! @thebookcompany","1558608028","tcl/tk : a developer's guide","flynt, clif"
"bobs books","1558608028","tcl/tk","flynt,clif; corporation,noumena"
"bobs books","1558608028","tcl/tk","flynt, clif"
"revaluation books","1558608028","tcl/tk a developer's guide","flynt, clif"
"books down under","1558608028","tcl/tk","flynt,clif; corporation,noumena"
"revaluation books","1558608028","tcl/tk a developers guide","clif flynt"
"worldofbooks","1558608028","tcl/tk","corporation,noumena"
"gunter koppon","1558608028","tcl/tk","corporation,noumena"
"gunars store","1558608028","tcl/tk","flynt,clif"
"book nook of orange county","1558607552","design methods for reactive systems: yourdon, statemate, and the uml (the morgan kaufmann series in software engineering and programming) (hardcover)","r. j. wieringa this chapter gives examples of reactive systems and contrasts them to transformational systems, listing the characteristics that divide reactive systems from transformational systems.. (more)"
"saieis inc","1558607552","design methods for reactive systems: yourdon, statemate, and the uml (the morgan kaufmann series in software engineering and programming)","wieringa, r. j.; wieringa, roel"
"the bookman, inc.","1558607552","design methods for reactive systems: yourdon, statemate, and the uml","wieringa, r. j."
"bookbyte / norwest textbooks","1558607552","design methods for reactive systems : yourdon, statemate, and the uml, by wieringa","wieringa, roel/ wieringa, r. j."
"sunmark store","1558607552","design methods for reactive systems: yourdon, statemate, and the uml (the.",""
"opoe-abe books","1558607552","design methods for reactive systems","wieringa"
"a1books","1558607552","design methods for reactive systems: yourdan, statemate, and the uml","r. j. wieringa"
"htbook","1558607552","design methods for reactive systems: yourdon, statemate, and the uml","r. j. wieringa &quot;"
"powell's books","1558607552","design methods for software systems your","wieringa, r j"
"ashleyjohnson","1558607552","design methods for reactive systems: yourdon, statemate, and the uml (the morgan kaufmann series in software engineering and programming)","wieringa, r. j.; wieringa, roel"
"quartermelon","1558607552","design methods for reactive systems, yourdon, statemate, and the uml","by (author) wieringa, r. j."
"stratford books","1558607552","design methods for reactive systems, yourdon, statemate, and the uml","by (author) wieringa, r. j."
"caiman","1558607552","design methods for reactiv","wieringa, r. j."
"sarl culture-factory","1558607552","design methods for reactive systems","wieringa"
"quartermelon","1558607552","design methods for reactive systems yourdon, statemate, and the uml","wieringa, roel j."
"lakeside books","1558607552","design methods for reactive systems","wieringa, roel j."
"lakeside books","1558607552","design methods for reactive systems","wieringa, roel j."
"thebookcom","1558607552","design methods for reactive systems : yourdon, statemate, and the uml","wieringa, roel j."
"the book depository","1558607552","design methods for reactive systems","wieringa"
"free postage ! @thebookcompany","1558607552","design methods for reactive systems : yourdon, statemate, and the uml","wieringa, roel j."
"quartermelon","1558607552","design methods for reactive systems: yourdon, statemate, and the uml","wieringa, r. j. (author) wieringa, roel (author)"
"papamedia.com","1558607552","design methods for reactive systems: yourdon, statemate, and the uml (the morgan kaufmann series in software engineering and programming)","r. j. wieringa"
"bobs books","1558607552","design methods for reactive systems: yourdon, statemate and the uml","wieringa"
"revaluation books","1558607552","design methods for reactive systems yourdon, statemate, and the uml","wieringa, r. j."
"books down under","1558607552","design methods for reactive systems: yourdon, statemate and the uml","wieringa"
"limelight bookshop","1558607552","design methods for reactive systems: yourdon, statemate, and the uml","wieringa, r. j."
"worldofbooks","1558607552","design methods for reactive systems - yourdon, statemate and the uml","wieringa"
"gunars store","1558607552","design methods for reactive systems - yourdon, statemate and the uml","wieringa"
"a1books","1558607927","digital video and hdtv algorithms and interfaces (morgan kaufmann series in computer graphics and geometric modeling)","charles poynton"
"htbook","1558607927","digital video and hdtv algorithms and interfaces","charles poynton"
"htbook","1558607927","digital video and hdtv algorithms and interfaces","charles poynton"
"powell's books","1558607927","digital video &amp; hdtv algorithms &amp; interf","poynton"
"caiman","1558607927","digital video &amp; hdtv","poynton"
"quartermelon","1558607927","digital video and hdtv, algorithms and interfaces","by (author) poynton, charles"
"browns books","1558607927","digital video and hdtv","poynton"
"a1books","1558607927","digital video and hdtv algorithms and interfaces (morgan kaufmann series in computer graphics and geometric modeling)","charles poynton"
"book lovers usa","1558607927","digital video and hdtv algorithms and interfaces (the morgan kaufmann series in computer graphics)","charles poynton"
"webbookstore","1558607927","digital video and hdtv algorithms and interfaces","charles a. poynton"
"ashleyjohnson","1558607927","digital video and hdtv algorithms and interfaces (the morgan kaufmann series in computer graphics)","poynton"
"sarl culture-factory","1558607927","digital video and hdtv","poynton"
"quartermelon","1558607927","digital video and hdtv algorithms and interfaces","poynton, charles a."
"lakeside books","1558607927","digital video and hdtv","poynton, charles a."
"cobu gmbh & co. kg","1558607927","digital video and hdtv","poynton, charles a."
"blackwell online","1558607927","digital video and hdtv: algorithms and interfaces","poynton"
"lakeside books","1558607927","digital video and hdtv","poynton, charles a."
"paperbackworld.de","1558607927","digital video and hdtv algorithms and interfaces","charles poynton"
"aha-buch","1558607927","digital video and hdtv","charles a. poynton"
"thebookcom","1558607927","digital video and hdtv : algorithms and interfaces","poynton, charles a."
"the book depository","1558607927","digital video and hdtv","poynton"
"versandantiquariat robert a. mueller","1558607927","digital video and hdtv algorithms and interfaces","poynton"
"a1books","1558607927","digital video and hdtv algorithms and interfaces (morgan kaufmann series in computer graphics and geometric modeling)","charles poynton"
"free postage ! @thebookcompany","1558607927","digital video and hdtv : algorithms and interfaces","poynton, charles a."
"papamedia.com","1558607927","digital video and hdtv : algorithms and interfaces (the morgan kaufmann series in computer graphics)","charles poynton"
"bobs books","1558607927","digital video and hdtv algorithms and interfaces: the morgan kaufmann series in computer graphics","poynton"
"bobs books","1558607927","digital video and hdtv","poynton"
"revaluation books","1558607927","digital video and hdtv algorithms and interfaces algorithms and interfaces","poynton, charles a."
"books down under","1558607927","digital video and hdtv algorithms and interfaces: the morgan kaufmann series in computer graphics","poynton"
"revaluation books","1558607927","digital video and hdtv: algorithms and interfaces","charles a. poynton"
"gunter koppon","1558607927","digital video and hdtv algorithms and interfaces - the morgan kaufmann series ..","poynton"
"worldofbooks","1558607927","digital video and hdtv algorithms and interfaces - the morgan kaufmann series ..","poynton"
"gunars store","1558607927","digital video and hdtv algorithms and interfaces - the morgan kaufmann series ..","poynton"
"speedy books shipping from usa!","1558608621","the struts framework: practical guide for java programmers","sue spielman"
"keeps books","1558608621","the struts framework: practical guide for java programmers (the practical guides)","sue spielman"
"reliable book service","1558608621","the struts framework: practical guide for java programmers","spielman, sue"
"best book deals","1558608621","the struts framework: practical guide for java programmers","sue spielman"
"davids antiquariat + www.catch-a-book.de","1558608621","the struts framework. practical guide for java programmers.","spielman, s."
"powell's books","1558608621","struts framework practical guide for java","spielman, sue"
"a1books","1558608621","the struts framework: practical guide for java programmers","sue spielman"
"books2anywhere.com","1558608621","struts framework/practical guide for jav","spielman, sue"
"caiman","1558608621","struts framework","spielman, sue"
"a1books","1558608621","the struts framework: practical guide for java programmers","sue spielman"
"the book depository","1558608621","struts framework","sue spielman"
"books down under","1558608621","struts framework: practical guide for java programmers","spielman,sue"
"bobs books","1558608621","struts framework: practical guide for java programmers","spielman,sue"
"papamedia.com","1558608621","the struts framework : practical guide for java programmers (the practical guides)","sue spielman"
"revaluation books","1558608621","the struts framework practical guide for java programmers","spielman, sue (edt)"
"gunter koppon","1558608621","struts framework - practical guide for java programmers","spielman,sue"
"worldofbooks","1558608621","struts framework - practical guide for java programmers","spielman,sue"
"gunars store","1558608621","struts framework - practical guide for java programmers","spielman,sue"
"limelight bookshop","1558608621","the struts framework practical guide for java programmers","spielman, susan"
"the bookman, inc.","155860779x","developing ip-based services: solutions for service providers and vendors","morrow, monique; vijayananda, kateel"
"a1books","155860779x","developing ip-based services: solutions for service providers and vendors","monique morrow, kateel vijayananda"
"silicon valley fine books","155860779x","developing ip-based services: solutions for service providers and vendors","morrow, monique &amp; kateel vijayananda"
"a1books","155860779x","developing ip-based services: solutions for service providers and vendors","monique morrow, kateel vijayananda"
"dotcom liquidators / dc 1","155860779x","developing ip-based services: solutions for service providers and vendors","morrow, monique/vijayananda, kateel"
"vielbuch.de - onlineantiquariat","155860779x","developing ip based services [hardcover] by morrow, monique; vijayananda...",""
"boox2relyon","155860779x","morrow developing ip - based services","monique morrow; kateel vijayananda"
"sarl culture-factory","155860779x","developing ip-based services","morrow"
"the book depository","155860779x","developing ip-based services","morrow"
"paperbackworld.de","155860779x","developing ip-based services: a handbook for service providers","monique morrow, kateel vijayananda"
"papamedia.com","155860779x","developing ip-based services : solutions for service providers and vendors (the morgan kaufmann series in networking)","monique morrow, kateel vijayananda"
"revaluation books","155860779x","developing ip-based services: solutions for service providers and vendors (the morgan kaufmann series in networking)","monique morrow"
"a1books","0120121565","advances in computers, volume 56","marvin v. zelkowitz"
"librairie la canopee. inc.","0120121565","biographie des hommes cl","depery"
"lakeside books","0120121565","advances in computers",""
"caiman","0120121565","advances in computers v56","zelkowitz, marvin"
"paperbackshop-us","0120121565","advances in computers","zelkowitz, marvin v. (edt)"
"paperbackshop-us","0120121565","advances in computers","zelkowitz, marvin v. (edt)"
"quartermelon","0120121565","advances in computers","editor: zelkowitz, marvin"
"quartermelon","0120121565","advances in computers","zelkowitz, marvin (author) zelkowitz, marvin (editor)"
"thebookcom","0120121565","advances in computers","zelkowitz, marvin (ed.)"
"livrenoir","0120121565","advances in computers, volume 56 (advances in computers)","marvin zelkowitz (editor)"
"free postage ! @thebookcompany","0120121565","advances in computers","zelkowitz, marvin (ed.)"
"papamedia.com","0120121565","advances in computers, volume 56 (advances in computers)","marvin zelkowitz"
"revaluation books","0120121565","advances in computers","zelkowitz, marvin v. (edt)"
"limelight bookshop","0120121565","advances in computers, vol. 56","zelkowitz, marvin"
"bookarama, inc","1558607900","how to build a digital library (the morgan kaufmann series in multimedia and information systems)","ian h. witten, david bainbridge"
"a1books","1558607900","how to build a digital library","ian witten"
"quartermelon","1558607900","how to build a digital library","by (author) witten, ian h. by (author) bainbridge, david"
"browns books","1558607900","how to build a digital library","witten, ian h. (professor of computer science, university of"
"caiman","1558607900","ht build a digital lib -os","witten, ian h."
"stratford books","1558607900","how to build a digital library","by (author) witten, ian h. by (author) bainbridge, david"
"quartermelon","1558607900","how to build a digital library","witten, i.h. bainbridge, david"
"book lovers usa","1558607900","how to build a digital library (the morgan kaufmann series in multimedia and information systems)","ian h. witten; david bainbridge"
"sarl culture-factory","1558607900","how to build a digital library","witten"
"blackwell online","1558607900","how to build a digital library","witten, ian h. bainbridge, david"
"lakeside books","1558607900","how to build a digital library","witten, i.h.bainbridge, david"
"lakeside books","1558607900","how to build a digital library","witten, i.h.bainbridge, david"
"ihs atp","1558607900","how to build a digital library","ian witten and david bainbridge"
"thebookcom","1558607900","how to build a digital library","witten, i.h."
"a1books","1558607900","how to build a digital library","ian witten"
"free postage ! @thebookcompany","1558607900","how to build a digital library","witten, i.h."
"the book depository","1558607900","how to build a digital library","witten"
"bobs books","1558607900","how to build a digital library","witten, ian h. (professor of computer science, university of wai"
"papamedia.com","1558607900","how to build a digital library (the morgan kaufmann series in multimedia and information systems)","ian h. witten, david bainbridge"
"revaluation books","1558607900","how to build a digital library","witten, ian h./ bainbridge, david"
"bobs books","1558607900","how to build a digital library","witten,ian; bainbridge,david"
"books down under","1558607900","how to build a digital library","witten,ian; bainbridge,david"
"limelight bookshop","1558607900","how to build a digital library","witten, ian h."
"worldofbooks","1558607900","how to build a digital library","witten,ian"
"gunter koppon","1558607900","how to build a digital library","witten,ian"
"gunars store","1558607900","how to build a digital library","witten,ian"
"northside book market used & rare","1558606394","object oriented reengineering patterns","demeyer, serge ducasse, stephane nierstrasz, oscar"
"the bookman, inc.","1558606394","object oriented reengineering patterns","demeyer, serge; nierstrasz, oscar; ducasse, stephane"
"a1books","1558606394","object oriented reengineering patterns","serge demeyer, stephane ducasse, oscar nierstrasz"
"caiman","1558606394","object oriented reengineering","demeyer, serge"
"bookbuyers online","1558606394","object oriented reengineering patterns (the morgan kaufmann series in software engineering and programming)","serge demeyer st&atilde; phane ducasse oscar nierstrasz"
"a1books","1558606394","object oriented reengineering patterns","serge demeyer, stephane ducasse, oscar nierstrasz"
"book lovers usa","1558606394","object oriented reengineering patterns (the morgan kaufmann series in software engineering and programming)","serge demeyer; st&atilde; phane ducasse; oscar nierstrasz"
"a1books","1558606394","object oriented reengineering patterns","serge demeyer, stephane ducasse, oscar nierstrasz"
"quartermelon","1558606394","object-oriented reengineering patterns","demeyer, serge ducasse, stephane nierstrasz, o."
"thebookcom","1558606394","object-oriented reengineering patterns","demeyer, serge"
"blackwell online","1558606394","object oriented reengineering patterns","demeyer, serge"
"lakeside books","1558606394","object-oriented reengineering patterns","demeyer, sergeducasse, stephanenierstrasz, o."
"free postage ! @thebookcompany","1558606394","object-oriented reengineering patterns","demeyer, serge"
"papamedia.com","1558606394","object oriented reengineering patterns (the morgan kaufmann series in software engineering and programming)","serge demeyer"
"revaluation books","1558606394","object oriented reengineering patterns","demeyer, serge/ ducasse, stephane/ nierstrasz, oscar"
"limelight bookshop","1558606394","object-oriented reengineering patterns","demeyer, serge"
"computer book works","1558607455","system architecture with xml (the morgan kaufmann series in software engineering and programming)","daum, berthold; merten, udo"
"a1books","1558607455","system architecture with xml","berthold daum"
"the bookman, inc.","1558607455","system architecture with xml","daum, berthold; merten, udo"
"dotcom liquidators / dc 1","1558607455","system architecture with xml:content, process, presentation","daum, berthold/merten, udo"
"boox2relyon","1558607455","daum system architecture with xml","berthold daum; udo merten"
"caiman","1558607455","system architecture w/xml","daum, berthold"
"papamedia.com","1558607455","system architecture with xml (the morgan kaufmann series in software engineering and programming)","berthold daum"
"bobs books","1558607455","system architecture with xml","daum,berthold; merten,udo"
"books down under","1558607455","system architecture with xml","daum,berthold; merten,udo"
"quartermelon","1558607455","system architecture with xml","daum, berthold (author) merten, udo (author) merten, udo (joint author)"
"revaluation books","1558607455","system architecture with xml","daum, berthold/ merten, udo"
"stratford books","1558607455","system architecture with xml","daum, berthold (author) merten, udo (author) merten, udo (joint author)"
"limelight bookshop","1558607455","system architecture with xml","daum, berthold"
"gunter koppon","1558607455","system architecture with xml","daum,berthold"
"worldofbooks","1558607455","system architecture with xml","daum,berthold"
"gunars store","1558607455","system architecture with xml","merten,udo"
"reliable book service","0750674032","electromagnetics explained: a handbook for wireless/rf, emc, and high-speed electronics","schmitt"
"a1books","0750674032","electromagnetics explained: a handbook for wireless/ rf, emc, and high-speed electronics, part of the edn series for design engineers","ron schmitt"
"great buy books","0750674032","electromagnetics explained: a handbook for wireless/ rf, emc, and high-speed electronics, part of the edn series for design engineers","ron schmitt"
"a1books","0750674032","electromagnetics explained: a handbook for wireless/ rf, emc, and high-speed electronics, part of the edn series for design engineers","ron schmitt"
"caiman","0750674032","electromagnetics explained -os","schmitt"
"powell's books","0750674032","electromagnetics explained a handbook for wi","schmitt"
"papamedia.com","0750674032","electromagnetics explained : a handbook for wireless/ rf, emc, and high-speed electronics (edn series for design engineers)","ron schmitt"
"powell's books","0750674032","electromagnetics explained: a handbook for wireless/ rf, emc, and high-speed electronics (edn series for design engineers)","schmitt"
"blackwell online","0750674032","electromagnetics explained: a handbook for wireless/ rf, emc, and high-speed electronics","schmitt"
"quartermelon","0750674032","electromagnetics explained, a handbook for wireless/ rf, emc, and high-speed electronics","by (author) schmitt, ron"
"versandantiquariat robert a. mueller","0750674032","electromagnetics explained. a handbook for wireless/ rf, emc and high-speed electronics.","schmitt"
"blackwell online","0750674032","electromagnetics explained: a handbook for wireless/ rf, emc, and high-speed electronics","schmitt"
"lakeside books","0750674032","electromagnetics explained","schmitt"
"lakeside books","0750674032","electromagnetics explained","schmitt"
"thebookcom","0750674032","electromagnetics explained : a handbook for wireless/ rf, emc and high-speed electronics","schmitt"
"stratford books","0750674032","electromagnetics explained, a handbook for wireless/ rf, emc, and high-speed electronics","by (author) schmitt, ron"
"revaluation books","0750674032","electromagnetics explained a handbook for wireless/rf, emc, and high-speed electronics","schmitt"
"the book depository","0750674032","electromagnetics explained","schmitt"
"free postage ! @thebookcompany","0750674032","electromagnetics explained : a handbook for wireless/ rf, emc and high-speed electronics","schmitt"
"bobs books","0750674032","electromagnetics explained: a handbook for wireless/ rf, emc, and high-speed electronics","schmitt,ron"
"books down under","0750674032","electromagnetics explained: a handbook for wireless/ rf, emc, and high-speed electronics","schmitt,ron"
"revaluation books","0750674032","electromagnetics explained: a handbook for wireless/ rf, emc and high-speed electronics (edn series for design engineers)","ron schmitt"
"worldofbooks","0750674032","electromagnetics explained - a handbook for wireless/ rf, emc, and high-speed ..","schmitt,ron"
"gunter koppon","0750674032","electromagnetics explained - a handbook for wireless/ rf, emc, and high-speed ..","schmitt,ron"
"limelight bookshop","0750674032","electromagnetics explained: a handbook for wireless/rf, emc, and high-speed electronics","schmitt"
"gunars store","0750674032","electromagnetics explained - a handbook for wireless/ rf, emc, and high-speed ..","schmitt,ron"
"bookbuyers online","1558607692","disappearing cryptography: information hiding steganography &amp; watermarking","wayner, peter"
"a1books","1558607692","disappearing cryptography, second edition - information hiding: steganography and watermarking","peter wayner"
"quartermelon","1558607692","disappearing cryptography, information hiding: steganography and watermarking","by (author) wayner, peter"
"papamedia.com","1558607692","disappearing cryptography, second edition - information hiding: steganography and watermarking (the morgan kaufmann series in software engineering and programming)","peter wayner"
"quartermelon","1558607692","disappearing cryptography information hiding - steganography and watermarking","wayner, peter"
"caiman","1558607692","disappearing cryptography -os","wayner, peter"
"books2anywhere.com","1558607692","disappearing cryptography","wayner, peter"
"thebookcom","1558607692","disappearing cryptography : information hiding - steganography and watermarking","wayner, peter"
"stratford books","1558607692","disappearing cryptography, information hiding: steganography and watermarking","by (author) wayner, peter"
"free postage ! @thebookcompany","1558607692","disappearing cryptography : information hiding - steganography and watermarking","wayner, peter"
"lakeside books","1558607692","disappearing cryptography","wayner, peter"
"blackwell online","1558607692","disappearing cryptography: information hiding: steganography &amp;amp; watermarking","wayner, peter"
"paperbackworld.de","1558607692","disappearing cryptography: information hiding: steganography &amp; watermarking","peter wayner"
"versandantiquariat robert a. mueller","1558607692","disappearing cryptography: information hiding: steganography &amp; watermarking","wayner, peter"
"worldofbooks","1558607692","disappearing cryptography - steganography and watermarking","wayner,peter"
"gunter koppon","1558607692","disappearing cryptography - steganography and watermarking","wayner,peter"
"limelight bookshop","1558607692","disappearing cryptography: information hiding: steganography and watermarking (2nd edition)","wayner, peter"
"gunars store","1558607692","disappearing cryptography - steganography and watermarking","wayner,peter"
"bookmasters","1555582494","compaq visual fortran","norman lawrence"
"a1books","1555582494","compaq visual fortran","norman lawrence"
"quartermelon","1555582494","compaq visual fortran, a guide to creating windows applications","by (author) lawrence, norman"
"browns books","1555582494","compaq visual fortran","lawrence, norman (senior lecturer in engineering, australian"
"caiman","1555582494","compaq visual fortran -os","lawrence, norman"
"powell's books","1555582494","compaq visual fortran a guide to creating wind","lawrence, norman"
"alphacraze.com","1555582494","compaq visual fortran","lawrence, norman"
"alphacraze.com","1555582494","compaq visual fortran","lawrence, norman"
"stratford books","1555582494","compaq visual fortran, a guide to creating windows applications","by (author) lawrence, norman"
"textbookxdotcom","1555582494","compaq visual fortran a guide to creating windows applications","norman lawrence"
"book lovers usa","1555582494","compaq visual fortran","norman lawrence"
"quartermelon","1555582494","compaq visual fortran a guide to creating windows applications","lawrence, norman"
"a1books","1555582494","compaq visual fortran","norman lawrence"
"sarl culture-factory","1555582494","compaq visual fortran","norman lawrence"
"webbookstore","1555582494","compaq visual fortran","norman lawrence"
"lakeside books","1555582494","compaq visual fortran","lawrence, norman"
"lakeside books","1555582494","compaq visual fortran","lawrence, norman"
"aha-buch","1555582494","compaq visual fortran","norman lawrence"
"thebookcom","1555582494","compaq visual fortran : a guide to creating windows applications","lawrence, norman"
"the book depository","1555582494","compaq visual fortran","norman lawrence"
"versandantiquariat robert a. mueller","1555582494","compaq visual fortran. a guide to creating windows applications.","lawrence, norman"
