"id","name","address","city","state","zipcode","phone","rating","reviews","ranking"
2367,"Sabatino's","4441 W. Irving Park Rd.","Chicago","IL",," 773-283-8331",4,12,5
2368,"Sable Kitchen & Bar","505 N. State","Chicago","IL",," 312-755-9704",0,0,6
2369,"Sabor a Cuba","1833 W. Wilson Ave.","Chicago","IL",," 773-769-6859",3,23,7
2370,"Sabor Express","1230 W. Taylor St.","Chicago","IL",," 312-733-4800",0,0,8
2371,"Sabor Ixtapa","7052 Forest Preserve Dr.","Chicago","IL",," 708-457-2067",0,0,9
2372,"Sabor Mexico","3515 W. 26th St.","Chicago","IL",," 773-522-0345",3,3,10
2373,"Sabor Saveur","2013 W. Division St.","Chicago","IL",," 773-235-7310",0,0,11
2374,"Sabri Nihari","2502 W. Devon Ave.","Chicago","IL",," 773-465-0899",3,8,12
2375,"Sahara Kabob","6649 N. Clark St.","Chicago","IL",," 773-262-2000",4,1,13
2376,"Sai Cafe","2010 N. Sheffield Ave.","Chicago","IL",," 773-472-8080",3,25,14
2377,"Saigon Grill","5736 N. Elston Ave.","Chicago","IL",," 773-628-7156",3,1,0
2378,"Saigon Sisters","567 W. Lake St.","Chicago","IL",," 312-496-0090",0,0,1
2379,"Saigon Vietnamese Restaurant","232 W. Cermak Rd.","Chicago","IL",," 312-808-1318",0,0,2
2380,"Saint Anna Bakery","2158 S. Archer Ave.","Chicago","IL",," 312-225-3168",4,1,3
2381,"Saint's Alp Teahouse","2131 S. Archer Ave.","Chicago","IL",," 312-842-1886",0,0,4
2382,"Salam","4636 N. Kedzie Ave.","Chicago","IL",," 773-583-0776",3,2,5
2383,"Salam","9050 S. Harlem Ave.","Chicago","IL",," 708-430-4377",0,0,6
2384,"Salatino's","626 S. Racine Ave.","Chicago","IL",," 312-226-9300",0,0,7
2385,"Salonica","1440 E. 57th St.","Chicago","IL",," 773-752-3899",2,8,8
2386,"Salpicon","1252 N. Wells St.","Chicago","IL",," 312-988-7811",3,24,10
2387,"Salsa 17 Grill & Margarita Bar","17 W. Campbell, Arlington Heights, IL","Chicago","IL",,8475901122,0,0,11
2388,"Salsa17 Grill & Margarita Bar","17 W. Campbell, Arlington Heights, IL 60005","Chicago","IL",,8475901122,0,0,12
2389,"Salt & Pepper","2575 N. Lincoln Ave.","Chicago","IL",," 773-525-8788",3,11,13
2390,"Salt & Pepper","3537 N. Clark St.","Chicago","IL",," 773-883-9800",3,3,14
2391,"Salud Tequila Lounge","1471 N. Milwaukee Ave.","Chicago","IL",," 773-235-5577",3,2,0
2392,"Salut? Wine Bar","46 E. Superior St.","Chicago","IL",," 312-664-0100",0,0,2
2393,"Salute - Cucina & Wine Bar","46 e. superior","Chicago","IL",,3123154469,0,0,1
2394,"Salvatore's","525 W. Arlington Pl.","Chicago","IL",," 773-528-1200",2,2,3
2395,"Sam & George's S&G Restaurant","3000 N. Lincoln Ave.","Chicago","IL",," 773-935-4025",0,0,4
2396,"Sam Maguire's Traditional Irish Pub & Restaurant","39 Orland Square Dr.","Chicago","IL",," 708-460-1771",0,0,5
2397,"Samah","3330 N. Clark St.","Chicago","IL",," 773-248-4606",3,3,6
2398,"Samba Room","22 E. Chicago Ave.","Chicago","IL",," 630-753-0985",0,0,7
2399,"Sammy's Touch","5659 S. Cottage Grove Ave.","Chicago","IL",," 773-288-2645",0,0,8
2400,"San Soo Gap San","5247 N. Western Ave.","Chicago","IL",," 773-334-1589",3,14,9
2401,"Sanctuary Cafe","1006 Gillick St.","Chicago","IL",," 847-823-3634",0,0,10
2402,"Sangria Restaurant and Tapas Bar","901 W. Weed St.","Chicago","IL",," 312-266-1200",3,9,11
2403,"Sanook","2845 W. Irving Park Rd.","Chicago","IL",," 773-463-7299",0,0,12
2404,"Santorini","138 S. Halsted St.","Chicago","IL",," 312-829-8820",3,16,13
2405,"Santullo's Eatery","1943 W. North Ave.","Chicago","IL",," 773-227-7960",4,2,14
2406,"Sapore di Napoli","1406 W. Belmont Ave.","Chicago","IL",," 773-935-1212",3,5,0
2407,"Sapori Trattoria","2701 N. Halsted St.","Chicago","IL",," 773-832-9999",3,22,1
2408,"Sarkis Grill","2632 Grosse Point Rd.","Chicago","IL",," 847-328-9703",0,0,2
2409,"Sarks in the Park","444 W. Fullerton Ave.","Chicago","IL",," 773-404-9000",0,0,3
2410,"Sashimi Sashimi","640 Church St.","Chicago","IL",," 847-475-7274",3,1,4
2411,"Satay","936 W. Diversey Ave.","Chicago","IL",," 773-477-0100",3,12,5
2412,"Savor the Flavor","2545 N. Sheffield Ave.","Chicago","IL",," 773-883-5287",0,0,6
2413,"Savories","1651 N. Wells St.","Chicago","IL",," 312-951-7638",0,0,7
2414,"Sawtooth Restaurant and Lounge","1350 W. Randolph St.","Chicago","IL",," 312-526-3320",3,1,8
2415,"Sayat Nova","157 E. Ohio St.","Chicago","IL",," 312-644-9159",3,9,9
2416,"Schaller's Pump","3714 S. Halsted St.","Chicago","IL",," 773-376-6332",0,0,10
2417,"Schoolhouse Pub & Grill","1615 N. Clybourn Ave.","Chicago","IL",," 312-654-1782",0,0,11
2418,"Schoolyard Tavern & Grill","3258 N. Southport Ave.","Chicago","IL",," 773-528-8226",3,2,12
2419,"Schwa","1466 N. Ashland Ave.","Chicago","IL",," 773-252-1466",3,12,13
2420,"Scoop's","4356 N. Central Ave.","Chicago","IL",," 773-481-7777",0,0,14
2421,"Scoops Ice Cream","608 W. 31st St.","Chicago","IL",," 312-842-3300",0,0,0
2422,"Scoops Old Fashioned Ice Cream","1730 W. Fullerton Ave.","Chicago","IL",," 773-528-5728",0,0,1
2423,"Scooter's Frozen Custard","1658 W. Belmont Ave.","Chicago","IL",," 773-244-6415",0,0,2
2424,"Scoozi!","410 W. Huron St.","Chicago","IL",," 312-943-5900",3,20,3
2425,"Scot's Bar","1829 W. Montrose","Chicago","IL",," 773-528-3253",0,0,4
2426,"Sea Ranch Fresh Fish and Sushi","518 Dempster St.","Chicago","IL",," 847-492-8340",0,0,5
2427,"Seadog Sushi Bar","1500 W. Division St.","Chicago","IL",," 773-235-8100",0,0,6
2428,"Seasons Restaurant","120 E. Delaware Pl.","Chicago","IL",," 312-649-2349",4,9,7
2429,"Second City Subs","2146 N. Halsted St.","Chicago","IL",," 773-549-8710",0,0,8
2430,"Second Story Bar","157 E. Ohio St.","Chicago","IL",," 312-923-9536",0,0,9
2431,"Sedgwick's","1935 N. Sedgwick St.","Chicago","IL",," 312-337-7900",2,9,10
2432,"Select Cut Steak House","2808 N. Halsted St.","Chicago","IL",," 773-244-1500",2,8,11
2433,"Semiramis","4639 N. Kedzie Ave.","Chicago","IL",," 773-279-8900",3,9,12
2434,"Sepia","123 N. Jefferson St.","Chicago","IL",," 312-441-1920",4,8,13
2435,"Seven on State","111 N. State St.","Chicago","IL",,,0,0,14
2436,"Seven Ten Lounge","2747 N. Lincoln Ave.","Chicago","IL",," 773-549-2695",3,2,0
2437,"Seven Treasures Cantonese Cuisine","2312 S. Wentworth Ave.","Chicago","IL",," 312-225-2668",0,0,1
2438,"Shabu House","8257 W. Golf Rd.","Chicago","IL",," 847-470-1700",0,0,2
2439,"Shabuka Indian Grill","6604 N. Sheridan Rd.","Chicago","IL",," 773-262-5545",0,0,3
2440,"Shallots Bistro","4741 Main St.","Chicago","IL",," 847-677-3463",2,1,4
2441,"Shan Restaurant & Grocers","5060 N. Sheridan Rd.","Chicago","IL",," 773-769-4961",0,0,5
2442,"Shanghai Terrace","108 E. Superior St.","Chicago","IL",," 312-573-6744",3,4,6
2443,"Shaw's Crab House","1900 E. Higgins Rd.","Chicago","IL",," 847-517-2722",4,1,9
2444,"Shaw's Crab House","21 E. Hubbard St.","Chicago","IL",," 312-527-2722",3,31,10
2445,"Shawarma Inn","5523 N. Lincoln Ave.","Chicago","IL",," 773-271-7777",4,1,7
2446,"Shawarma Inn II","6404 N. California Ave.","Chicago","IL",," 773-338-5558",0,0,8
2447,"Sheffield's","3131 N. Thatcher Ave.","Chicago","IL",," 708-452-3131",0,0,11
2448,"Sheffield's","3258 N. Sheffield Ave.","Chicago","IL",," 773-281-4989",3,4,12
2449,"Sher-A-Punjab","2510 W. Devon Ave.","Chicago","IL",," 773-973-4000",3,8,13
2450,"Sherry's Bar","5652 N. Western Ave.","Chicago","IL",," 773-784-2143",0,0,14
2451,"Shine","756 W. Webster St.","Chicago","IL",," 773-296-0101",0,0,0
2452,"Shinju Sushi","1375 E. 53rd","Chicago","IL",," 773-966-6669",0,0,1
2453,"Shinobu","1131 W. Bryn Mawr Ave.","Chicago","IL",," 773-334-9062",3,1,2
2454,"Shiraz","4425 W. Montrose Ave.","Chicago","IL",," 773-777-7275",0,0,3
2455,"Shiroi Hana","3242 N. Clark St.","Chicago","IL",," 773-477-1652",3,8,4
2456,"Shiso","449 W. North Ave.","Chicago","IL",," 312-649-1234",0,0,5
2457,"Shokolad","2524 W. Chicago Ave.","Chicago","IL",," 773-276-6402",0,0,6
2458,"Shokran","4027 W. Irving Park Rd.","Chicago","IL",," 773-427-9130",5,2,7
2459,"Shui Wah","2162 S. Archer Ave.","Chicago","IL",," 312-225-8811",3,3,8
2460,"Shula's Steak House","301 E. North Water St.","Chicago","IL",," 312-670-0788",4,1,9
2461,"Siam Cafe","4712 N. Sheridan Rd.","Chicago","IL",," 773-769-6602",3,8,10
2462,"Siam Country","4637 N. Damen Ave.","Chicago","IL",," 773-271-0700",3,10,11
2463,"Siam Noodle & Rice","4654 N. Sheridan Rd.","Chicago","IL",," 773-769-6694",3,7,12
2464,"Siam Pasta","7416 N. Western Ave.","Chicago","IL",," 773-274-0579",3,15,13
2465,"Siam Pasta","809 Dempster St.","Chicago","IL",," 847-328-4614",0,0,14
2466,"Siam Taste Noodle","4323 W. Addison St.","Chicago","IL",," 773-286-6020",4,1,0
2467,"Siam Thai Cuisine","1639-43 E. 55th St.","Chicago","IL",," 773-324-9296",3,1,1
2468,"Siam's House","7742 N. Milwaukee Ave.","Chicago","IL",," 847-967-2390",0,0,2
2469,"Siboney Cuban Cuisine","2165 N. Western Ave.","Chicago","IL",," 773-904-7210",3,2,3
2470,"Side Street Saloon","1456 W. George St.","Chicago","IL",," 773-327-1127",0,0,4
2471,"Sidebar","221 N LaSalle","Chicago","IL",," (312) 739-3900",0,0,5
2472,"Sidebar Grille","221 N. LaSalle St.","Chicago","IL",," 312- 739-3900",0,0,6
2473,"Siena by Maria","2308 N. Clark","Chicago","IL",," 773-665-7182",0,0,7
2474,"Signature Bakery & Euro Deli","2523 N. Clark St.","Chicago","IL",," 773-244-9922",0,0,8
2475,"Signature Room at the 95th","875 N. Michigan Ave.","Chicago","IL",," 312-787-9596",3,10,9
2476,"Sikia","740 W. 63rd St.","Chicago","IL",," 773-602-5200",5,1,10
2477,"Silom 12","1846-48 N. Milwaukee Ave.","Chicago","IL",," 773-489-1212",0,0,11
2478,"Silver Cloud Bar & Grill","1700 N. Damen Ave.","Chicago","IL",," 773-489-6212",3,14,12
2479,"Silver Palm","768 N. Milwaukee Ave.","Chicago","IL",," 312-666-9322",3,3,13
2480,"Silver Seafood","4829 N. Broadway","Chicago","IL",," 773-784-0668",3,9,14
2481,"Silver Spoon","710 N. Rush St.","Chicago","IL",," 312-944-7100",3,5,0
2482,"Silvie's Lounge","1902 W. Irving Park Rd.","Chicago","IL",," 773-871-6239",4,5,1
2483,"Simon's Tavern","5210 N. Clark St.","Chicago","IL",," 773-878-0894",4,2,4
2484,"Simone's","960 W. 18th St.","Chicago","IL",," 312-666-8601",0,0,3
2485,"simone's bar","960 W 18th","Chicago","IL",," (312) 666-8601",0,0,2
2486,"Simply It","2269 N. Lincoln Ave.","Chicago","IL",," 773-248-0884",4,3,5
2487,"Simply Thalia","108 N. State St.","Chicago","IL",," 312-750-9098",0,0,6
2488,"Singha","350 N. Clark St.","Chicago","IL",," 312-467-0300",3,11,7
2489,"Sinibar","1540 N. Milwaukee Ave.","Chicago","IL",," 773-278-7797",3,5,8
2490,"Sip Coffee House","1223 W. Grand Ave.","Chicago","IL",," 312-563-1123",0,0,9
2491,"Sixteen","401 N. Wabash Ave.","Chicago","IL",," 312-588-8030",4,3,13
2492,"Sixty Five Chinese Restaurant & Bakery","201 W. Madison St.","Chicago","IL",," 312-782-6565",0,0,0
2493,"Sixty Five Chinese Restaurant & Bakery","225 S. Canal St.","Chicago","IL",," 312-474-0065",0,0,14
2494,"Sixty Five Chinese Restaurant & Bakery","336 N. Michigan Ave.","Chicago","IL",," 312-372-0306",0,0,1
2495,"Skadarlija","4024 N. Kedzie Ave.","Chicago","IL",," 773-463-5600",0,0,2
2496,"Skewerz","1560 N. Damen Ave.","Chicago","IL",," 773-276-9805",0,0,3
2497,"SkrineChops","400 S. Financial Pl.","Chicago","IL",," 312-566-9334",0,0,4
2498,"Skylark","2149 S. Halsted St.","Chicago","IL",," 312-948-5275",3,3,5
2499,"Slice of Life","4120 W. Dempster St.","Chicago","IL",," 847-674-2021",0,0,7
2500,"Slick's Lounge","1115 N. North Branch St.","Chicago","IL",," 312-932-0006",0,0,8
2501,"Smak-Tak","5961 N. Elston Ave.","Chicago","IL",," 773-763-1123",0,0,9
2502,"Small Bar","1415 W. Fullerton Ave","Chicago","IL",," 773-525-2727",0,0,11
2503,"Small Bar","2049 W. Division St.","Chicago","IL",," 773-772-2727",4,2,12
2504,"Small Bar","2956 N. Albany Ave.","Chicago","IL",," 773-509-9888",0,0,10
2505,"Smith & Wollensky","318 N. State St.","Chicago","IL",," 312-670-9900",3,22,13
2506,"Smoke Country House","1467 W. Irving Park Rd.","Chicago","IL",," 773-327-0600",4,2,14
2507,"Smoke Daddy","1804 W. Division St.","Chicago","IL",," 773-772-6656",3,15,0
2508,"Smokey Bears BBQ House","3312-14 W. Foster","Chicago","IL",," 773-583-2327",0,0,1
2509,"Smokey's BBQ","5481 N. Northwest Hwy.","Chicago","IL",," 773-763-2328",5,1,2
2510,"Smokin' M's","7507 Roosevelt Rd.","Chicago","IL",," 708-488-1234",0,0,3
2511,"Smokin' Woody's","4160 N. Lincoln Ave.","Chicago","IL",," 773-880-1100",3,8,4
2512,"Smoque","3800 N. Pulaski Rd.","Chicago","IL",," 773-545-7427",4,16,5
2513,"Snail Thai Cuisine","1649 E. 55th St.","Chicago","IL",," 773-667-5423",3,6,6
2514,"Snow Spice Thai","4825 N. Western Ave.","Chicago","IL",," 773-754-7660",0,0,7
2515,"So Gong Dong Tofu House","3307 W. Bryn Mawr Ave.","Chicago","IL",," 773-539-8377",3,7,9
2516,"Socca","3301 N. Clark St.","Chicago","IL",," 773-248-1155",3,13,10
2517,"Sol de Mexico","3018 N. Cicero Ave.","Chicago","IL",," 773-282-4119",4,7,11
2518,"Sola","3868 N. Lincoln Ave.","Chicago","IL",," 773-327-3868",3,23,12
2519,"Solga Charcoal Grill and Noodle","5828 N. Lincoln Ave.","Chicago","IL",," 773-728-0802",4,1,13
2520,"Solstice","2666 N. Halsted St.","Chicago","IL",," 773-296-0304",3,1,14
2521,"Song Do Korean B.B.Q.","4918 N. Lincoln Ave.","Chicago","IL",," 773-878-0999",3,2,0
2522,"Sono Wood Fired","1582 N. Clybourn Ave.","Chicago","IL",," 312-255-1122",3,1,1
2523,"SoPo Lounge & Grill","3418 N. Southport Ave.","Chicago","IL",," 773-348-0100",2,5,2
2524,"Sopraffina Marketcaffe","10 N. Dearborn St.","Chicago","IL",," 312-984-0044",2,3,4
2525,"Sopraffina Marketcaffe","200 E. Randolph St.","Chicago","IL",," 312-729-9200",3,1,5
2526,"Sopraffina Marketcaffe","222 W. Adams St.","Chicago","IL",," 312-726-4800",0,0,3
2527,"Sopranos","2901 N. Sheffield Ave.","Chicago","IL",," 773-871-0990",3,13,6
2528,"Sortie Restaurant and  Lounge","1212 N. State St.","Chicago","IL",," 312-440-5100",0,0,7
2529,"Soul Food Unlimited","1421 W. 79th St.","Chicago","IL",," 773-723-5185",0,0,8
2530,"Soul Vegetarian East","205 E. 75th St.","Chicago","IL",," 773-224-0104",4,10,9
2531,"Soundings","1200 S. Lake Shore Dr.","Chicago","IL",," 312-692-3277",0,0,10
2532,"Soupbox","2943 N. Broadway","Chicago","IL",," 773-935-9800",3,8,11
2533,"South Coast","1700 S. Michigan Ave.","Chicago","IL",," 312-662-1700",3,1,12
2534,"South Water Kitchen","225 N. Wabash Ave.","Chicago","IL",," 312-236-9300",3,10,13
2535,"Southport City Saloon","2548 N. Southport Ave.","Chicago","IL",," 773-975-6110",4,1,0
2536,"Southport Grocery & Cafe","3552 N. Southport Ave.","Chicago","IL",," 773-665-0100",3,13,1
2537,"Southport Lanes and Billiards","3325 N. Southport Ave.","Chicago","IL",," 773-472-6600",0,0,2
2538,"Spacca Napoli","1769 W. Sunnyside Ave.","Chicago","IL",," 773-878-2420",3,30,3
2539,"Sparacino Ristorante","6966 W. North Ave.","Chicago","IL",," 773-836-2089",3,2,4
2540,"Spiaggia","980 N. Michigan Ave.","Chicago","IL",," 312-280-2750",4,16,5
2541,"Splice Kitchen","2826 N. Lincoln Ave.","Chicago","IL",," 773-360-8774",0,0,7
2542,"Spoon Thai","4608 N. Western Ave.","Chicago","IL",," 773-769-1173",3,27,8
2543,"Sports Corner Bar & Grill","956 W. Addison","Chicago","IL",," 773-929-1441",0,0,9
2544,"Spring","2039 W. North Ave.","Chicago","IL",," 773-395-7100",4,35,13
2545,"Spring World","2109 S. China Pl.","Chicago","IL",," 312-326-9966",3,2,14
2546,"Sprinkles Cupcakes","50 E. Walton St.","Chicago","IL",," 312-573-1600",0,0,0
2547,"Sprout","1417 W. Fullerton Ave.","Chicago","IL",," 773-348-0706",0,0,1
2548,"Spy Bar","646 N. Franklin St.","Chicago","IL",," 312-337-2191",4,1,2
2549,"Square Bar and Grill","2849 W. Belmont Ave.","Chicago","IL",," 773-267-0123",0,0,3
2550,"Ssyal Ginseng House","4201 W. Lawrence Ave.","Chicago","IL",," 773-427-5296",0,0,4
2551,"Stages Family Restaurant","657 W. 31st St.","Chicago","IL",," 312-225-0396",0,0,5
2552,"Standard India","917 W. Belmont Ave.","Chicago","IL",," 773-929-1123",3,7,7
2553,"Standing Room Only","610 S. Dearborn St.","Chicago","IL",," 312-360-1776",0,0,8
2554,"Stanley's Kitchen & Tap","1970 N. Lincoln Ave.","Chicago","IL",," 312-642-0007",3,15,9
2555,"Stanley's on Racine","324 S. Racine St.","Chicago","IL",," 312-433-0007",2,2,10
2556,"Stanley's Tavern","4258 S. Ashland Ave.","Chicago","IL",," 773-927-0033",0,0,11
2557,"Star Lounge Coffee","2521 W. Chicago Ave.","Chicago","IL",," 773-384-7827",0,0,12
2558,"Star of Siam","11 E. Illinois St.","Chicago","IL",," 312-670-0100",3,14,13
2559,"Starfruit","1745 W. Division St.","Chicago","IL",," 773-395-9300",0,0,0
2560,"Starfruit","2142 N. Halsted St.","Chicago","IL",," 773-868-4900",0,0,14
2561,"Staropolska Restaurant","5249 W. Belmont Ave.","Chicago","IL",," 773-736-5230",0,0,1
2562,"State and Lake","201 N. State St.","Chicago","IL",," 312-239-9400",0,0,2
2563,"State Restaurant & Cafe","935 W. Webster Ave.","Chicago","IL",," 773-975-8030",4,1,3
2564,"State Street Pizza Company","400 N. State St.","Chicago","IL",," 312-624-8270",4,2,4
2565,"Stax Cafe","1401 W. Taylor St.","Chicago","IL",," 312-733-9871",3,1,5
2566,"Stefano's","2124 W. Lawrence Ave.","Chicago","IL",," 773-271-9696",0,0,6
2567,"Stella's","3042 N. Broadway","Chicago","IL",," 773-472-9040",4,4,7
2568,"Stella's Sports Bar","935 N. Western Ave.","Chicago","IL",," 773-384-0077",0,0,8
2569,"Stetson's at the Hyatt Regency Chicago","151 E. Wacker Dr.","Chicago","IL",," 312-293-4491",0,0,9
2570,"Steve's Deli","354 W Hubbard St","Chicago","IL",," (312) 467-6868",0,0,10
2571,"Steve's Deli","354 W. Hubbard St.","Chicago","IL",,,0,0,12
2572,"Steve's Deli","354 W. Hubbard St.","Chicago","IL",,,0,0,13
2573,"Steve's Deli","354 W. Hubbard St.","Chicago","IL",," 312-467-6868",0,0,11
2574,"Sticky Rice Thai","4018 N. Western Ave.","Chicago","IL",," 773-588-0133",3,11,14
2575,"Stir Crazy","105 Oak Brook Center Mall","Chicago","IL",," 630-575-0155",3,8,1
2576,"Stir Crazy","1186 Northbrook Ct.","Chicago","IL",," 847-562-4800",3,6,2
2577,"Stir Crazy","5 Woodfield Mall","Chicago","IL",," 847-330-1200",3,3,0
2578,"Streetside Cafe","3201 W. Armitage Ave.","Chicago","IL",," 773-252-9700",2,3,3
2579,"Stretch Run Sporting Club & Grille","544 N. LaSalle Blvd.","Chicago","IL",," 312-644-4477",0,0,5
2580,"Su Casa","49 E. Ontario St.","Chicago","IL",," 312-943-4041",2,3,6
2581,"Su Van's Cafe & Bake Shop","3351 N. Lincoln Ave.","Chicago","IL",," 773-281-0120",3,3,8
2582,"Su-Ra","2257 W. North Ave.","Chicago","IL",," 773-276-9450",0,0,7
2583,"Sukhadia's Snacks & Sweets","2559 W. Devon Ave.","Chicago","IL",," 773-338-5400",3,1,9
2584,"Sullivan's Steakhouse","415 N. Dearborn St.","Chicago","IL",," 312-527-3510",3,8,10
2585,"Sully's House","1501 N. Dayton St.","Chicago","IL",," 773-244-1234",0,0,11
2586,"Sultan's Market","2057 W. North Ave.","Chicago","IL",," 773-235-3072",4,2,13
2587,"Sultan's Market","2521 N. Clark St.","Chicago","IL",," 312-638-9151",0,0,12
2588,"Summer Noodle & Rice","1123 W. Granville Ave.","Chicago","IL",," 773-761-8500",4,1,14
2589,"Sumo Grill","3942 N. Sheridan","Chicago","IL",," 773-880-9520",0,0,0
2590,"Sun Wah Bar-B-Que","5041 N. Broadway","Chicago","IL",," 773-769-1254",3,9,1
2591,"Sunda","110 W. Illinois St.","Chicago","IL",," 312-644-0500",0,0,2
2592,"Sunrise Cafe","2012 W. Chicago Ave.","Chicago","IL",," 773-276-8290",3,2,3
2593,"Sunshine Cafe","5449 N. Clark St.","Chicago","IL",," 773-334-6214",3,18,4
2594,"Sunugal African Restaurant","2051 E. 79th St.","Chicago","IL",," 773-721-5600",0,0,5
2595,"Superdawg","6363 N. Milwaukee Ave.","Chicago","IL",," 773-763-0660",3,5,6
2596,"Supermercado y Taqueria Chapala","7117 N. Clark St.","Chicago","IL",," 773-465-3907",0,0,7
2597,"Sura","3124 N. Broadway","Chicago","IL",," 773-248-7872",2,2,8
2598,"Sushi House","1107 Lake St.","Chicago","IL",," 708-660-8899",3,1,9
2599,"Sushi Loop","810 W. Jackson Blvd.","Chicago","IL",," 312-714-1234",0,0,10
2600,"Sushi Lounge","234 W. Cermak Rd.","Chicago","IL",," 312-326-9168",0,0,11
2601,"Sushi Luxe","5204 N. Clark St.","Chicago","IL",," 773-334-0770",2,3,12
2602,"Sushi Mon","2441 N. Clark","Chicago","IL",," 773-529-8812",0,0,13
2603,"Sushi Mura","3647 N. Southport Ave.","Chicago","IL",," 773-281-9155",3,8,14
2604,"Sushi O Sushi","346 W. Armitage Ave.","Chicago","IL",," 773-871-4777",0,0,0
2605,"Sushi Para II","2256 N. Clark St.","Chicago","IL",," 773-477-3219",4,2,1
2606,"Sushi Para M","1633 N. Milwaukee","Chicago","IL",," 773-252-6828",0,0,2
2607,"Sushi Para X","543 W. Diversey Ave.","Chicago","IL",," 773-248-1808",2,2,3
2608,"Sushi Taiyo","58 E. Ontario St.","Chicago","IL",," 312-440-1717",0,0,4
2609,"Sushi Wabi","842 W. Randolph St.","Chicago","IL",," 312-563-1224",3,23,5
2610,"Sushi X","1136 W. Chicago Ave.","Chicago","IL",," 312-491-9232",4,3,6
2611,"SushiSamba Rio","504 N. Wells St.","Chicago","IL",," 312-595-2300",3,13,7
2612,"Susie's Drive-In","4126 W. Montrose Ave.","Chicago","IL",," 773-283-6544",0,0,8
2613,"Svea","5236 N. Clark St.","Chicago","IL",," 773-275-7738",3,8,9
2614,"Swedish Bakery","5348 N. Clark St.","Chicago","IL",," 773-561-8919",0,0,10
2615,"Sweet Cakes","901 N. Damen Ave.","Chicago","IL",," 773-772-5771",0,0,11
2616,"Sweet Honeybee Bakery","1918 W. Montrose Ave.","Chicago","IL",," 773-275-0697",0,0,12
2617,"Sweet Mandy B's","1208 W. Webster Ave.","Chicago","IL",," 773-244-1174",4,2,13
2618,"Sweet Maple Cafe","1339 W. Taylor St.","Chicago","IL",," 312-243-8908",3,13,14
2619,"Sweet Passion Dessert Bar","1142 W. Argyle St.","Chicago","IL",," 773-878-3928",0,0,0
2620,"Sweet Station","2101 S. China Pl.","Chicago","IL",," 312-842-2228",0,0,1
2621,"Sweet Tamarind","1034 W. Belmont Ave.","Chicago","IL",," 773-281-5300",3,1,2
2622,"Sweets & Savories","1534 W. Fullerton Ave.","Chicago","IL",," 773-281-6778",4,11,3
2623,"Sweetwater Tavern and Grille","225 N. Michigan Ave.","Chicago","IL",," 312-698-7111",0,0,4
2624,"Swim Cafe","1357 W. Chicago Ave.","Chicago","IL",," 312-492-8600",3,3,5
2625,"Swirl Wine Bar","111 W. Hubbard St.","Chicago","IL",," 312-828-9000",0,0,6
2626,"Swirlz","705 W. Belden Ave.","Chicago","IL",," 773-404-2253",4,1,7
2627,"Symphony's","1945 Central St.","Chicago","IL",," 847-475-1200",3,6,8
2628,"Szalas","5214 S. Archer Ave.","Chicago","IL",," 773-582-0300",5,1,9
2629,"Szechwan","625 N. Michigan Ave.","Chicago","IL",," 312-482-9898",2,3,10
2630,"Szechwan North","2857 Pfingsten Rd.","Chicago","IL",," 847-272-0007",4,1,11
2631,"T's Bar","5025 N. Clark St.","Chicago","IL",," 773-784-6000",0,0,12
2632,"T's Bar Restaurant","5025 N. Clark St.","Chicago","IL",," 773-784-6000",3,7,9
2633,"T-Spot Sushi","3925 N. Lincoln Ave.","Chicago","IL",," 773-549-4500",4,1,13
2634,"T.G.I. Friday's","6600 S. Cicero Ave.","Chicago","IL",," 708-594-0777",0,0,11
2635,"Ta Tong","2964 N. Lincoln Ave.","Chicago","IL",," 773-348-6500",4,4,14
2636,"Tabaq","1245 N. Clybourn Ave.","Chicago","IL",," 312-944-1245",0,0,0
2637,"Table Fifty-Two","52 W. Elm St.","Chicago","IL",," 312-573-4000",3,3,2
2638,"Taboun Grill","8808 Gross Point Rd.","Chicago","IL",," 847-965-1818",5,1,3
2639,"TAC Quick","3930 N. Sheridan Rd.","Chicago","IL",," 773-327-5253",3,4,4
2640,"Taco Chino","4712 N. Kimball","Chicago","IL",," 773-866-1530",0,0,5
2641,"Taco Fuego","1648 W. Belmont","Chicago","IL",," 773-935-9472",0,0,6
2642,"Taco Joint Urban Taqueria and Cantina","1969 N. Halsted St.","Chicago","IL",," 312-951-2457",0,0,7
2643,"Tacos Don Chon","1743 W. 18th St.","Chicago","IL",," 312-432-1186",0,0,8
2644,"Tai Tsang","1559 N. Wells St.","Chicago","IL",," 312-440-7070",0,0,9
2645,"Tailgate","1811 N. Clybourn Ave.","Chicago","IL",," 773-857-6644",0,0,10
2646,"Takashi","1952 N. Damen Ave.","Chicago","IL",," 773-772-6170",3,2,11
2647,"Take Me Out","1502 W. 18th St.","Chicago","IL",," 312-929-2509",0,0,12
2648,"Tallgrass","1006 S. State St.","Chicago","IL",," 815-838-5566",0,0,13
2649,"Tamale Hut Cafe","8300 W. Cermak Rd.","Chicago","IL",," 708-442-0948",0,0,14
2650,"Tamales lo Mejor de Guerrero","7024 N. Clark St.","Chicago","IL",," 773-338-6450",4,1,0
2651,"Tamarind","614 S. Wabash Ave.","Chicago","IL",," 312-379-0970",0,0,1
2652,"Tampopo","5665 N. Lincoln Ave.","Chicago","IL",," 773-561-2277",4,1,2
2653,"Tang Dynasty","3416 S. Rte. 59","Chicago","IL",," 630-355-6688",0,0,3
